acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.4531499374432065,-9.132128830742781,13.786630692826794,0.4531499374432065,-9.132128830742781,13.786630692826794
0.16533240101792707,-9.318877059401407,13.40475596132182,0.16533240101792707,-9.318877059401407,13.40475596132182
0.0409056210801231,-9.655850951264918,12.749735101380564,0.0409056210801231,-9.655850951264918,12.749735101380564
-0.1291670122240102,-10.031640068742458,11.680855342650922,-0.1291670122240102,-10.031640068742458,11.680855342650922
-0.4010545314973183,-10.23040131837019,10.650923427614346,-0.4010545314973183,-10.23040131837019,10.650923427614346
-0.5223100755878655,-10.20247412906,9.908022003011196,-0.5223100755878655,-10.20247412906,9.908022003011196
-0.4084315229024603,-10.210728951343743,9.399385760010219,-0.4084315229024603,-10.210728951343743,9.399385760010219
-0.1595779744180321,-10.494870852474453,9.298953746632176,-0.1595779744180321,-10.494870852474453,9.298953746632176
0.06830315450216232,-11.029695308547666,9.355230361413044,0.06830315450216232,-11.029695308547666,9.355230361413044
0.21482831939914357,-11.723845672841056,9.150722664340579,0.21482831939914357,-11.723845672841056,9.150722664340579
0.30713828402521026,-12.174971654067132,8.737261113736626,0.30713828402521026,-12.174971654067132,8.737261113736626
0.3826653129828854,-12.464022779669913,7.945095795929632,0.3826653129828854,-12.464022779669913,7.945095795929632
0.3266616216097744,-12.513046568494646,6.9570424547373975,0.3266616216097744,-12.513046568494646,6.9570424547373975
0.1968117020519641,-12.286779901564476,6.149758647837785,0.1968117020519641,-12.286779901564476,6.149758647837785
0.16712090425316312,-11.942511176666306,5.6461650708251705,0.16712090425316312,-11.942511176666306,5.6461650708251705
0.3550611171438871,-11.609387503149115,5.74851844398013,0.3550611171438871,-11.609387503149115,5.74851844398013
0.8722752739615218,-11.317827529265895,6.324882556950569,0.8722752739615218,-11.317827529265895,6.324882556950569
1.6202600357229549,-11.369302187915947,6.911405453137376,1.6202600357229549,-11.369302187915947,6.911405453137376
2.272192429612305,-11.755283915976232,6.771892732873911,2.272192429612305,-11.755283915976232,6.771892732873911
2.9356749372399182,-12.40262100467677,6.180708223653384,2.9356749372399182,-12.40262100467677,6.180708223653384
3.586605401888102,-12.844705172929165,5.770567029498346,3.586605401888102,-12.844705172929165,5.770567029498346
3.9741349280079032,-13.028538286813744,5.289046567552226,3.9741349280079032,-13.028538286813744,5.289046567552226
4.303963837383308,-13.230214652731428,5.039390181420528,4.303963837383308,-13.230214652731428,5.039390181420528
5.010649817792506,-13.279602242569759,5.371048905107539,5.010649817792506,-13.279602242569759,5.371048905107539
6.330320811195048,-13.357257358362139,5.958598437217234,6.330320811195048,-13.357257358362139,5.958598437217234
7.8105505267465025,-13.377377084538042,6.485251044806152,7.8105505267465025,-13.377377084538042,6.485251044806152
8.758927345,-13.29212952,6.723233223,8.758927345,-13.29212952,6.723233223
9.512700883909567,-13.068835012518415,6.449358075939921,9.512700883909567,-13.068835012518415,6.449358075939921
12.019749173222822,-12.44196573872964,5.438759143480951,12.019749173222822,-12.44196573872964,5.438759143480951
