acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
15.390842124349733,-14.864934860922643,2.4089287940119153,15.390842124349733,-14.864934860922643,2.4089287940119153
15.092479225077762,-15.014423828855033,0.8119917669836038,15.092479225077762,-15.014423828855033,0.8119917669836038
14.67028638209266,-14.859611087587437,0.33302288788649403,14.67028638209266,-14.859611087587437,0.33302288788649403
13.84606838,-14.87617874,0.262612283,13.84606838,-14.87617874,0.262612283
13.827396926500889,-14.607695610803063,0.675316574321237,13.827396926500889,-14.607695610803063,0.675316574321237
14.190812017174816,-12.663589113370687,3.2484426890067035,14.190812017174816,-12.663589113370687,3.2484426890067035
17.389510619786055,-11.130663376578648,2.4410740103822035,17.389510619786055,-11.130663376578648,2.4410740103822035
18.154597953693813,-10.307693459710896,0.2757048243586981,18.154597953693813,-10.307693459710896,0.2757048243586981
19.398445088796606,-10.964948037684978,-2.4631919738525885,19.398445088796606,-10.964948037684978,-2.4631919738525885
18.909371553749,-12.849302323565954,-5.62468954112026,18.909371553749,-12.849302323565954,-5.62468954112026
16.50197235901052,-13.545490138429711,-7.067527750002153,16.50197235901052,-13.545490138429711,-7.067527750002153
13.88435364,-13.57448292,-6.011368752,13.88435364,-13.57448292,-6.011368752
13.88435364,-13.57448292,-6.011368752,13.88435364,-13.57448292,-6.011368752
13.88435364,-13.57448292,-6.011368752,13.88435364,-13.57448292,-6.011368752
13.88435364,-13.57448292,-6.011368752,13.88435364,-13.57448292,-6.011368752
14.28675635475,-13.96851571732647,-3.7289401731671363,14.28675635475,-13.96851571732647,-3.7289401731671363
16.818079319786015,-16.49685925291824,10.534601187208235,16.818079319786015,-16.49685925291824,10.534601187208235
16.39215692844067,-16.359507800880944,7.661875393717565,16.39215692844067,-16.359507800880944,7.661875393717565
16.02353668,-15.74238014,6.527021885,16.02353668,-15.74238014,6.527021885
16.02353668,-15.74238014,6.527021885,16.02353668,-15.74238014,6.527021885
16.95711118465329,-15.502226171442357,7.358225049547556,16.95711118465329,-15.502226171442357,7.358225049547556
23.22219216149324,-14.10928185792704,12.378216900026814,23.22219216149324,-14.10928185792704,12.378216900026814
24.932544237337392,-15.246420467259641,9.79001127365964,24.932544237337392,-15.246420467259641,9.79001127365964
25.18602928470827,-16.368231585522476,6.390153798397251,25.18602928470827,-16.368231585522476,6.390153798397251
25.1114769,-16.97707748,4.555335999,25.1114769,-16.97707748,4.555335999
25.015544180880912,-17.347931757588015,5.0794254016751665,25.015544180880912,-17.347931757588015,5.0794254016751665
24.298620564922224,-19.73425207893539,8.670402336406406,24.298620564922224,-19.73425207893539,8.670402336406406
23.629599637731992,-19.74354467652024,10.07309846201495,23.629599637731992,-19.74354467652024,10.07309846201495
23.4453430739244,-19.806940512326506,9.87962775476231,23.4453430739244,-19.806940512326506,9.87962775476231
23.34173093469151,-19.930137413371252,8.935548268530262,23.34173093469151,-19.930137413371252,8.935548268530262
23.078970973971423,-19.323601379438077,8.32732736760704,23.078970973971423,-19.323601379438077,8.32732736760704
22.626251893807538,-18.245350836637073,8.526864623973362,22.626251893807538,-18.245350836637073,8.526864623973362
20.486797594930533,-17.350375891995597,8.726495159851114,20.486797594930533,-17.350375891995597,8.726495159851114
19.408123288276762,-17.174920623740782,9.816036378182954,19.408123288276762,-17.174920623740782,9.816036378182954
19.144382097634928,-17.666072343102005,11.015466392848879,19.144382097634928,-17.666072343102005,11.015466392848879
19.699670347228928,-19.542610023710516,11.366404453440678,19.699670347228928,-19.542610023710516,11.366404453440678
20.571408229680607,-22.311827197668386,11.494137070639297,20.571408229680607,-22.311827197668386,11.494137070639297
21.19681931,-24.85903358,11.67637634,21.19681931,-24.85903358,11.67637634
21.19681931,-24.85903358,11.67637634,21.19681931,-24.85903358,11.67637634
21.19681931,-24.85903358,11.67637634,21.19681931,-24.85903358,11.67637634
20.513700309980173,-26.596769685217563,13.105067128463586,20.513700309980173,-26.596769685217563,13.105067128463586
16.020741173293473,-37.70788637932998,22.870032126737463,16.020741173293473,-37.70788637932998,22.870032126737463
15.605309225000028,-37.45907003536692,26.682985509077387,15.605309225000028,-37.45907003536692,26.682985509077387
17.151669842976737,-38.97153499856067,27.150840929941435,17.151669842976737,-38.97153499856067,27.150840929941435
18.78360598802422,-42.63058506918066,25.394532603140593,18.78360598802422,-42.63058506918066,25.394532603140593
23.913656876581904,-55.24010181945386,27.159168083549975,23.913656876581904,-55.24010181945386,27.159168083549975
27.020077050096443,-70.27254492790264,34.92659235834389,27.020077050096443,-70.27254492790264,34.92659235834389
25.0238505716147,-80.03911064599296,49.90044986338884,25.0238505716147,-80.03911064599296,49.90044986338884
21.54485224270102,-88.01869067607909,60.52123001270116,21.54485224270102,-88.01869067607909,60.52123001270116
16.716642780951247,-95.462473590881,57.04102622591385,16.716642780951247,-95.462473590881,57.04102622591385
9.476774216,-97.65348816,46.42973328,9.476774216,-97.65348816,46.42973328
9.476774216,-97.65348816,46.42973328,9.476774216,-97.65348816,46.42973328
9.476774216,-97.65348816,46.42973328,9.476774216,-97.65348816,46.42973328
7.126741949666769,-94.96994426893745,41.81723154795277,7.126741949666769,-94.96994426893745,41.81723154795277
-7.89618625186486,-77.48865306022522,11.769364357102571,-7.89618625186486,-77.48865306022522,11.769364357102571
-7.7785948345678575,-75.31582954524492,8.71507813295639,-7.7785948345678575,-75.31582954524492,8.71507813295639
-10.93878841,-70.37052155,4.627120972,-10.93878841,-70.37052155,4.627120972
-10.93878841,-70.37052155,4.627120972,-10.93878841,-70.37052155,4.627120972
-12.841992539278204,-66.1256548163271,2.025345540337584,-12.841992539278204,-66.1256548163271,2.025345540337584
-25.08515549,-38.81875992,-14.71167183,-25.08515549,-38.81875992,-14.71167183
-23.97130474374602,-38.30883528949385,-12.747302424600047,-23.97130474374602,-38.30883528949385,-12.747302424600047
-16.033376802323062,-35.28993124795446,0.46879193332491537,-16.033376802323062,-35.28993124795446,0.46879193332491537
-10.710388478896053,-37.06293011984472,3.9041072113237383,-10.710388478896053,-37.06293011984472,3.9041072113237383
-8.42780460187768,-37.499118362918175,0.15722468641721088,-8.42780460187768,-37.499118362918175,0.15722468641721088
-8.328872661740373,-36.124400144804284,-12.485974635382615,-8.328872661740373,-36.124400144804284,-12.485974635382615
-7.990324290942085,-33.19676649757643,-16.782816051056255,-7.990324290942085,-33.19676649757643,-16.782816051056255
-6.207508609582363,-30.558144170822413,-18.06514124143408,-6.207508609582363,-30.558144170822413,-18.06514124143408
-4.312507032144179,-28.5902278904833,-17.596179204922205,-4.312507032144179,-28.5902278904833,-17.596179204922205
-3.1943190300510373,-25.584152302779238,-15.694942408176514,-3.1943190300510373,-25.584152302779238,-15.694942408176514
